item_id,label,item_type,under_contract,vendor,unit_cost,budget_line,approving_employee,department_use
118222823-2,nisi nam,Often,FALSE,X-ray Juliett Hotel Sierra Zulu Victor India Foxtrot Papa Lima November Mike Whiskey Echo Oscar Charlie Delta Uniform,$304.87 ,26204,68-500-7086,Admin
014121723-5,porttitor id,Monthly,FALSE,Kilo Bravo Victor Mike Foxtrot Uniform Yankee Romeo Alfa Charlie Juliett Quebec Tango,$463.45 ,50477,06-819-2059,Admin
352561002-5,morbi non lectus,Once,TRUE,,$82.14 ,56881,87-115-5317,Custodial
258535444-X,curabitur,Often,FALSE,,$405.36 ,41773,91-103-4680,Patient_services
195185133-1,tellus nisi,Seldom,TRUE,,$174.35 ,6194,40-290-5874,Maint
093281578-2,elit,Once,TRUE,,$710.81 ,71925,85-996-9434,Maint
184222608-8,vestibulum,Daily,FALSE,,$878.59 ,62243,14-385-3956,Accounting
807252668-5,sed,Daily,TRUE,Foxtrot Uniform Echo India November Juliett Golf Kilo Zulu Sierra Bravo Whiskey Delta,$605.31 ,33128,78-648-5266,Accounting
622767403-6,massa,Weekly,TRUE,Tango Uniform Kilo Echo Papa Golf Mike Charlie Delta Foxtrot Whiskey Bravo Alfa November Juliett,$524.52 ,87640,91-704-5938,Patient_care
851162357-4,facilisi cras,Never,FALSE,,$717.70 ,28210,97-263-7598,Admin
005052498-4,vel nulla,Daily,TRUE,Victor November Delta India Uniform Juliett X-ray Romeo Papa Alfa Echo Lima Sierra Tango Oscar Quebec Foxtrot,$303.37 ,29788,99-161-6704,Accounting
225524653-8,metus arcu adipiscing,Yearly,FALSE,,$794.49 ,58328,58-338-0517,Accounting
560406271-5,viverra dapibus nulla,Often,TRUE,Oscar Uniform Alfa X-ray India Papa Tango Romeo Foxtrot November Golf Hotel Juliett Mike Sierra Victor Zulu Whiskey Kilo,$186.61 ,65563,34-336-1019,Custodial
903950513-6,tempus vel pede,Often,FALSE,,$428.05 ,68221,88-975-0544,Patient_care
208323070-1,aliquam quis,Daily,FALSE,,$635.21 ,29636,32-197-2183,Maint
324651239-6,morbi,Monthly,FALSE,Bravo Whiskey Sierra Uniform Tango India Lima Delta Yankee Mike Zulu Foxtrot Quebec Victor,$190.20 ,32413,11-805-9267,Admin
947909574-2,nam,Seldom,TRUE,,$133.46 ,98091,58-550-4175,Admin
796251771-9,purus,Daily,TRUE,Juliett Delta Kilo Lima Echo Oscar India Romeo November X-ray Yankee Golf Uniform Whiskey Charlie Sierra,$783.94 ,34353,12-624-7079,Caretaker
304512977-3,nulla tempus,Weekly,FALSE,Foxtrot Sierra Tango Zulu Papa Echo Hotel Charlie Whiskey Yankee,$394.58 ,48239,58-293-5951,Patient_care
031128437-X,vestibulum ante ipsum,Seldom,TRUE,Zulu Alfa Bravo Hotel Tango Kilo Delta Romeo Oscar Whiskey Papa Juliett Foxtrot Echo,$726.52 ,21416,76-938-0488,Patient_care
759140993-X,diam neque,Monthly,FALSE,,$555.43 ,61464,62-636-2745,Custodial
075701389-9,rutrum,Monthly,TRUE,November Whiskey Papa Uniform Charlie Tango Victor Quebec Alfa Echo,$567.59 ,67065,99-619-9097,Caretaker
972763650-0,est congue elementum,Once,TRUE,Golf X-ray Delta Juliett November Romeo Bravo Hotel Zulu Victor Mike Oscar,$248.06 ,45705,19-406-3301,Accounting
964835475-8,massa donec dapibus,Often,FALSE,,$595.82 ,48307,49-201-1950,Admin
710256267-5,velit,Once,FALSE,Golf Papa Yankee Mike Lima Whiskey Foxtrot X-ray Alfa Bravo Quebec Romeo Tango,$716.23 ,66854,42-841-9449,Patient_care
478177084-3,venenatis tristique fusce,Weekly,FALSE,Delta Mike Golf Quebec Juliett Papa Foxtrot Lima India Yankee Sierra Kilo Echo Whiskey Tango Charlie Oscar,$78.46 ,23505,22-366-9467,Custodial
754693887-2,consectetuer eget rutrum,Never,TRUE,Juliett Delta Tango Kilo Quebec Romeo Echo Sierra Golf November Yankee Lima Oscar Whiskey Foxtrot Zulu,$862.22 ,37588,64-154-9966,Patient_care
184545699-8,purus,Daily,FALSE,Romeo Mike Echo Charlie Whiskey November Bravo Victor Tango Oscar Zulu Juliett Hotel Alfa X-ray Yankee Kilo Sierra,$946.05 ,99535,98-542-3499,Accounting
647283647-7,interdum,Never,TRUE,,$821.01 ,33103,38-484-4936,Admin
287047145-9,ante vestibulum ante,Often,FALSE,Tango Oscar Foxtrot Lima Hotel Yankee Delta Whiskey Charlie Echo Kilo,$182.69 ,6035,42-052-3051,Facilities
086724441-0,porttitor pede justo,Daily,FALSE,Echo November Hotel Victor Papa Lima Foxtrot Yankee Whiskey Charlie Zulu Uniform,$824.96 ,20216,44-882-1004,Patient_services
324812005-3,volutpat,Seldom,TRUE,,$121.20 ,86308,57-447-4583,Maint
726751423-5,vestibulum,Once,FALSE,,$914.64 ,96542,76-124-6862,Patient_services
095449540-3,urna ut,Monthly,TRUE,Bravo Uniform Whiskey Golf Tango Kilo Juliett Echo Oscar Charlie Quebec Yankee Romeo X-ray Alfa Papa Delta Foxtrot,$770.67 ,88011,22-006-7182,Accounting
168799801-9,parturient montes,Yearly,FALSE,Sierra Victor Zulu Foxtrot Romeo November Bravo Mike Lima Yankee Quebec,$521.51 ,22409,65-242-6369,Admin
078124826-4,neque sapien placerat,Often,TRUE,Lima Kilo Charlie Zulu Mike Whiskey Yankee Tango Golf Victor Juliett Papa Romeo November,$850.53 ,17943,74-913-3439,Facilities
983766449-5,iaculis,Weekly,TRUE,Juliett Sierra Mike Tango Yankee Kilo Golf X-ray Quebec Papa Lima India Romeo Whiskey Foxtrot Delta Alfa Bravo November Echo,$656.44 ,71214,98-549-0493,Facilities
372010331-5,etiam,Daily,TRUE,Foxtrot Hotel Echo Sierra Kilo Golf Tango Delta Victor Juliett Bravo Papa Oscar Yankee Lima Mike Alfa Uniform,$437.44 ,63690,06-818-3010,Accounting
836203866-7,non quam,Once,FALSE,Victor Alfa Juliett Delta Zulu Kilo Papa Uniform Hotel India Foxtrot Whiskey X-ray Echo Charlie November,$702.36 ,16046,37-315-0985,Caretaker
341472870-2,orci,Seldom,TRUE,,$297.82 ,99805,02-996-0341,Caretaker
106621834-X,faucibus orci,Once,FALSE,,$875.85 ,79867,53-383-0000,Admin
061027376-0,sem duis,Daily,TRUE,Delta Tango Victor Zulu Bravo Mike Juliett Hotel Kilo Whiskey Quebec,$872.25 ,39374,53-903-4862,Facilities
328958928-5,morbi vestibulum,Monthly,FALSE,,$764.27 ,12779,12-634-2906,Patient_services
749935271-4,convallis tortor,Daily,TRUE,,$37.84 ,57008,40-185-3193,Caretaker
938905563-6,justo,Weekly,FALSE,Echo Sierra Hotel Papa Whiskey Romeo Oscar X-ray Zulu Quebec Foxtrot Yankee Kilo,$325.46 ,99380,05-381-8595,Admin
572677872-3,molestie nibh in,Monthly,TRUE,,$810.08 ,66560,84-457-7062,Maint
137826476-2,at,Daily,FALSE,Charlie Bravo Tango Delta Hotel Juliett Uniform Quebec Whiskey Victor Echo Foxtrot Romeo Lima Zulu,$198.21 ,32596,45-636-7181,Patient_services
211873831-5,orci vehicula condimentum,Once,TRUE,Oscar Quebec Victor Whiskey Yankee Romeo November Kilo Tango India Charlie Hotel Juliett,$5.65 ,40397,36-795-2843,Patient_care
046966173-9,ut odio,Once,TRUE,,$965.10 ,42277,29-022-3068,Custodial
251377328-4,suscipit nulla,Weekly,FALSE,Hotel Echo Zulu Lima Charlie Tango India Kilo Whiskey November Mike Alfa X-ray Foxtrot Golf Oscar Uniform Papa Yankee,$247.89 ,34237,84-927-4018,Admin
622823802-7,sed tincidunt,Yearly,FALSE,,$214.78 ,14080,78-356-9658,Maint
173605670-0,velit,Daily,TRUE,Charlie Zulu Hotel Mike Papa X-ray Lima Romeo Tango Quebec Whiskey Uniform November,$742.74 ,25522,12-415-5554,Admin
677892201-X,venenatis,Weekly,TRUE,Tango Mike Yankee Hotel Echo Whiskey Papa Victor Quebec Romeo Golf Charlie X-ray Sierra Uniform,$138.43 ,74766,08-601-3436,Facilities
579832603-9,accumsan felis,Once,TRUE,Sierra Oscar Alfa Foxtrot Quebec Lima November India Mike Hotel Victor Papa Delta Zulu X-ray Whiskey Bravo Yankee,$489.53 ,35870,34-823-8279,Patient_services
981542454-8,eget tempus,Monthly,FALSE,,$446.21 ,36843,32-341-9873,Accounting
308325205-6,donec ut dolor,Never,FALSE,Mike Oscar Yankee India Tango Victor Alfa Zulu Romeo Uniform Hotel Golf,$690.14 ,33564,98-587-9991,Accounting
986007246-9,suspendisse,Weekly,TRUE,,$395.32 ,23363,69-150-0775,Patient_care
184791492-6,vestibulum,Never,FALSE,Papa Oscar Tango Yankee Delta India Zulu Charlie Uniform Kilo Echo Foxtrot Victor Bravo X-ray Golf Quebec Sierra,$292.44 ,5344,82-590-9005,Maint
962441934-5,nunc viverra dapibus,Never,TRUE,Whiskey Echo Uniform Charlie Mike Victor Sierra Oscar Golf X-ray Bravo Hotel Kilo Romeo November Delta,$7.41 ,64908,44-061-3812,Admin
491272776-8,venenatis turpis enim,Once,TRUE,,$631.55 ,69273,78-767-3340,Accounting
415425642-4,purus,Often,FALSE,,$658.83 ,64540,04-061-7024,Custodial
739651473-8,tincidunt,Yearly,TRUE,,$147.44 ,90803,74-138-9960,Caretaker
476812717-7,libero rutrum,Monthly,TRUE,Yankee India Delta Tango Zulu Charlie Quebec Whiskey Lima November Alfa Mike Kilo Echo Oscar Hotel Papa X-ray Sierra Victor,$152.12 ,44949,63-585-5908,Maint
163897234-6,a ipsum integer,Monthly,FALSE,,$510.01 ,91761,44-354-2341,Custodial
558339164-2,at vulputate vitae,Yearly,TRUE,Hotel Echo Romeo Yankee Victor Kilo November Mike Juliett Alfa Whiskey Zulu Lima,$757.92 ,5094,32-150-9162,Patient_services
390923663-4,ipsum primis,Daily,TRUE,Uniform Kilo Oscar Lima Foxtrot Hotel Delta Alfa Papa X-ray Victor Juliett Romeo Echo,$657.49 ,52898,42-548-6655,Facilities
610008249-7,erat tortor sollicitudin,Weekly,FALSE,,$988.49 ,14074,99-434-9528,Patient_care
036773498-2,in,Yearly,FALSE,Whiskey November Delta Uniform Victor Zulu Foxtrot Romeo Tango X-ray Charlie Juliett Bravo Papa Quebec Oscar,$92.35 ,79987,65-240-7066,Facilities
658554797-7,nulla tempus vivamus,Daily,FALSE,Yankee Sierra Uniform Mike Alfa November Foxtrot Oscar Zulu Echo Charlie Bravo Victor Golf,$256.83 ,42054,99-293-8716,Facilities
311104031-3,nunc purus,Yearly,FALSE,X-ray Kilo Papa Whiskey Charlie Delta Uniform Yankee Victor Lima India Oscar Golf Zulu Romeo Juliett Quebec,$947.01 ,42930,72-414-5198,Custodial
121059732-2,sed nisl nunc,Once,FALSE,Papa Delta Oscar Quebec Echo Golf Tango Victor Charlie Mike,$343.66 ,63163,88-003-1330,Patient_care
587631907-4,amet diam in,Once,TRUE,,$585.24 ,58181,36-766-3374,Accounting
085026670-X,vitae nisi,Often,FALSE,Lima Yankee India Juliett Charlie Whiskey X-ray Quebec Sierra Hotel Echo Golf,$148.80 ,67641,57-896-0433,Patient_care
076257768-1,non sodales sed,Often,FALSE,Echo Whiskey Sierra Juliett Kilo November Mike Foxtrot Yankee Victor Papa Charlie India Tango Zulu Bravo,$36.62 ,85825,77-815-2811,Facilities
493812478-5,aenean,Often,TRUE,November Tango Hotel Alfa Foxtrot Sierra Whiskey Mike Bravo Zulu Quebec Victor Delta Kilo Yankee Lima,$859.44 ,10564,79-087-5601,Patient_services
999534104-2,neque libero convallis,Monthly,TRUE,,$790.20 ,7315,34-163-5473,Accounting
396624622-8,ultrices libero,Often,TRUE,,$353.01 ,12973,52-045-8200,Custodial
927562260-4,nulla tempus vivamus,Daily,TRUE,India Sierra Lima Yankee Zulu Echo Hotel Uniform Victor November Quebec Delta Bravo Oscar Charlie Kilo Alfa Foxtrot Papa,$44.88 ,86772,39-098-9497,Accounting
111471204-3,lobortis ligula,Daily,TRUE,Alfa Victor Uniform Lima Sierra Charlie Tango Foxtrot Quebec Romeo Kilo Whiskey Yankee Juliett Hotel Zulu Papa Echo India,$205.81 ,22898,49-560-5522,Admin
906538585-1,suscipit ligula,Weekly,TRUE,,$184.20 ,87346,76-465-9029,Maint
435300432-8,urna pretium,Never,FALSE,Mike Delta Tango Zulu Oscar Charlie India November X-ray Quebec Bravo Hotel Echo Uniform Whiskey Lima Papa Victor Alfa Golf,$487.68 ,28343,98-176-1508,Caretaker
059249626-0,ipsum praesent blandit,Seldom,TRUE,Delta Foxtrot Papa Whiskey November Yankee Golf India Juliett X-ray Zulu Tango Romeo Quebec Hotel Bravo Echo Oscar Mike,$728.93 ,12586,80-924-5713,Custodial
440610819-X,ac tellus semper,Once,FALSE,,$982.37 ,93324,90-014-3415,Maint
141643475-5,mattis egestas,Once,FALSE,,$754.94 ,66038,48-880-9744,Caretaker
856161143-X,donec ut dolor,Never,TRUE,Echo Zulu Victor Lima Yankee Kilo Bravo Romeo Quebec Foxtrot Oscar Hotel,$991.50 ,47143,83-984-3893,Custodial
184588399-3,leo rhoncus,Yearly,FALSE,,$340.48 ,47239,18-108-7031,Admin
827421999-6,lacus curabitur,Weekly,TRUE,Charlie India Delta Kilo Zulu Juliett Romeo X-ray Tango November Echo Foxtrot Victor Quebec Whiskey,$591.48 ,19528,03-155-6528,Accounting
030714242-6,tempus semper,Once,FALSE,Delta Hotel Bravo Mike Oscar Victor India Foxtrot Kilo Echo Charlie Tango Zulu Alfa November Golf Papa,$171.15 ,85116,00-470-2312,Facilities
309939456-4,dolor sit,Seldom,TRUE,Lima Juliett Zulu November Papa Victor Hotel Sierra Uniform Romeo Alfa Kilo Oscar Delta India,$531.35 ,80515,29-223-8580,Facilities
187781434-2,odio justo,Never,TRUE,Quebec Lima Kilo Bravo Victor Sierra November Foxtrot Zulu Yankee Oscar Uniform Hotel Juliett Romeo Charlie Papa India,$448.86 ,77152,10-553-4199,Admin
896465575-3,id justo,Often,TRUE,Yankee Sierra Juliett X-ray Mike Delta Tango India Papa Foxtrot Alfa Whiskey Charlie Golf,$443.30 ,81279,82-057-7625,Patient_services
763992663-7,leo pellentesque,Monthly,TRUE,Foxtrot Golf Sierra Quebec Tango India Uniform November Oscar Yankee Lima,$368.93 ,12524,36-931-3983,Facilities
180178121-4,tellus nulla ut,Seldom,TRUE,,$949.61 ,63814,33-551-1173,Patient_care
020334915-6,erat,Daily,TRUE,November Victor Romeo Juliett Hotel Mike Tango Charlie Whiskey India Delta Foxtrot Lima,$575.67 ,29373,99-273-6478,Facilities
098782296-9,curabitur convallis duis,Weekly,FALSE,India Oscar Zulu Golf Hotel Charlie Whiskey Romeo Tango Delta Bravo Mike Lima Quebec Juliett,$924.97 ,7285,90-486-2254,Patient_care
774580992-4,mollis molestie lorem,Seldom,TRUE,,$703.54 ,90653,81-012-8425,Facilities
287629904-6,vel nulla eget,Seldom,TRUE,Uniform Mike Sierra Kilo Golf Charlie Bravo India Oscar Tango Whiskey Zulu Foxtrot November Quebec Juliett Victor Alfa,$874.98 ,28216,93-531-4278,Maint
683248567-0,ridiculus mus vivamus,Seldom,TRUE,X-ray Echo Alfa Charlie Romeo Zulu Golf Whiskey Delta Quebec Kilo India November Lima Hotel,$479.47 ,83892,44-458-7098,Custodial
186668031-5,purus eu magna,Weekly,TRUE,Golf Whiskey November X-ray Juliett Alfa Echo Romeo Quebec Charlie Lima Mike Papa,$443.70 ,69462,56-732-1759,Facilities
647518559-0,aenean lectus pellentesque,Yearly,FALSE,Golf India X-ray Victor Uniform Alfa Quebec Sierra Delta Zulu Lima Echo Mike Hotel Oscar Bravo Juliett Romeo Tango,$949.38 ,46634,96-002-2539,Custodial
064249009-0,ultrices,Weekly,FALSE,Papa Juliett Hotel Whiskey Tango Golf Yankee Oscar Alfa Quebec,$292.25 ,35277,20-968-1898,Accounting
143210592-2,praesent lectus,Weekly,FALSE,Tango Oscar Yankee Alfa Victor Bravo Foxtrot Zulu Lima Charlie Echo Whiskey Juliett X-ray Mike Sierra Hotel Romeo Uniform Golf,$684.81 ,62557,84-416-0107,Patient_services
174201753-3,convallis,Often,TRUE,,$23.38 ,70950,72-429-2276,Patient_services
741810579-7,odio consequat varius,Seldom,FALSE,,$403.07 ,11353,04-044-0019,Admin
688194717-8,ante nulla justo,Never,FALSE,Bravo Mike Sierra Alfa India Hotel Golf Echo Lima Quebec Uniform Victor Juliett Charlie Whiskey Kilo Zulu Foxtrot Romeo Yankee,$716.88 ,41407,08-033-7873,Admin
526194205-5,venenatis,Never,TRUE,,$452.81 ,84884,29-334-5194,Admin
290050258-6,a feugiat et,Once,FALSE,Romeo Yankee Sierra November Echo Oscar Lima Victor Uniform Bravo Golf Foxtrot Quebec,$858.90 ,58284,31-537-4662,Accounting
534998922-7,imperdiet et,Once,FALSE,Oscar India Foxtrot Juliett Sierra Kilo Alfa Whiskey X-ray Bravo Charlie Papa Quebec Zulu Romeo Victor Delta Yankee Tango,$497.60 ,4760,58-060-2701,Admin
693095620-1,ultricies eu nibh,Often,FALSE,November Zulu Alfa Foxtrot Yankee Tango Echo Bravo Whiskey Lima,$38.44 ,95464,02-583-2266,Caretaker
120242120-2,eget tempus vel,Daily,TRUE,,$728.74 ,99952,19-478-1401,Accounting
004021246-7,vestibulum ante ipsum,Never,TRUE,Papa Oscar Foxtrot Sierra Bravo Golf Zulu X-ray Quebec Romeo Whiskey Delta Uniform,$674.50 ,91504,70-095-2974,Facilities
914722847-4,primis in,Monthly,TRUE,India Yankee Echo Bravo Romeo Zulu X-ray Whiskey Juliett Mike Delta Hotel Tango Charlie Victor,$708.07 ,27478,22-154-6842,Caretaker
533264191-5,sed nisl nunc,Weekly,TRUE,,$554.62 ,27466,49-219-8865,Accounting
250303701-1,tortor duis mattis,Yearly,TRUE,India Hotel Delta Tango Oscar X-ray Sierra Golf Juliett Whiskey Quebec Echo Alfa Lima November Uniform,$514.72 ,28432,28-030-1777,Facilities
299797656-1,phasellus id,Yearly,TRUE,November Uniform Zulu Juliett Victor Bravo Lima India Sierra Yankee Hotel Kilo Papa Tango,$567.28 ,36747,95-069-9629,Patient_care
029887099-1,eu felis fusce,Weekly,FALSE,,$812.34 ,78593,89-630-3633,Custodial
699097196-7,accumsan tortor quis,Seldom,TRUE,,$327.12 ,63359,50-176-5161,Patient_care
600313572-7,dis,Weekly,TRUE,,$355.74 ,919,16-129-0869,Maint
828321967-7,quis tortor id,Often,FALSE,India Quebec Oscar Alfa Whiskey X-ray Hotel Foxtrot Sierra Bravo Yankee Golf Tango Mike Papa Kilo Delta Charlie Romeo,$216.05 ,73526,13-754-2377,Custodial
209297891-8,nec nisi volutpat,Never,FALSE,Romeo Quebec Bravo Alfa Delta Whiskey Charlie Echo Oscar Yankee Hotel India Tango Golf Juliett Sierra Kilo Uniform November Zulu,$435.39 ,11065,20-365-1441,Caretaker
149367045-X,vulputate,Once,FALSE,Mike Charlie Juliett Foxtrot Quebec Echo Romeo Bravo Kilo X-ray Victor Golf Yankee Tango Whiskey,$172.21 ,31683,14-617-1725,Patient_services
248773487-6,eu pede,Daily,TRUE,X-ray Charlie Zulu Sierra Kilo Papa November Alfa Tango Lima Mike Delta,$956.36 ,51521,41-443-2081,Patient_care
970227434-6,volutpat eleifend,Once,TRUE,,$906.06 ,19200,94-766-3230,Admin
526930108-3,non mattis,Yearly,FALSE,Kilo Juliett Uniform Hotel Mike Delta India Whiskey Echo Yankee Tango,$847.53 ,60857,16-283-7037,Facilities
766818150-4,curae mauris,Daily,TRUE,November Kilo Zulu Golf Hotel Lima Echo Juliett Tango India Bravo,$805.99 ,15060,59-200-4983,Custodial
655947465-8,mauris vulputate elementum,Once,FALSE,Quebec Uniform Bravo Golf Tango Delta Whiskey Juliett X-ray India Charlie Lima,$825.05 ,96472,22-955-8006,Maint
885756188-7,curabitur at,Weekly,TRUE,,$26.84 ,83632,58-117-0990,Facilities
029827071-4,pede posuere,Once,FALSE,Romeo Lima Delta Tango Foxtrot Alfa X-ray Uniform Papa Quebec,$584.18 ,71630,75-382-4126,Accounting
908033858-3,non mauris morbi,Daily,FALSE,,$104.54 ,38024,95-216-9229,Patient_services
134054937-9,velit vivamus,Often,TRUE,Victor Yankee Bravo Golf Romeo Charlie Mike Sierra Whiskey Oscar Foxtrot,$776.11 ,67475,65-547-3367,Custodial
873713545-7,aenean sit,Monthly,TRUE,,$190.65 ,42596,70-539-0000,Patient_care
049921111-1,justo morbi ut,Weekly,FALSE,Quebec Zulu Delta Golf India Bravo Lima Tango Charlie Sierra Juliett Alfa Whiskey November,$324.39 ,40946,08-637-1725,Caretaker
213887709-4,a ipsum,Often,TRUE,Quebec Charlie Sierra Lima Romeo Alfa Foxtrot Golf Papa November Yankee Uniform Whiskey Oscar Mike Zulu X-ray Victor India,$334.22 ,95008,76-952-2210,Facilities
903997228-1,praesent,Seldom,TRUE,Tango Whiskey Delta Oscar Juliett Sierra Victor Papa Bravo Charlie X-ray Romeo Hotel Yankee Golf Kilo Alfa Mike Uniform,$228.96 ,81928,32-533-4671,Caretaker
094595005-5,in felis donec,Seldom,FALSE,Delta Sierra Foxtrot Quebec Oscar India Yankee Charlie Zulu Romeo Uniform Hotel Tango Bravo X-ray,$753.76 ,90838,21-595-1037,Caretaker
675949512-8,turpis,Seldom,FALSE,Whiskey Oscar Charlie Hotel Juliett Lima Tango Golf Uniform Quebec Papa Romeo Zulu Echo November,$390.55 ,54925,16-599-9571,Patient_services
289814212-3,non sodales,Once,TRUE,Victor Charlie Tango Golf November Oscar Echo Bravo Lima Romeo Quebec Yankee Papa X-ray Delta Hotel Alfa Juliett Uniform,$983.43 ,45704,04-974-0079,Patient_care
667241586-6,volutpat erat,Once,TRUE,Foxtrot Victor Romeo Hotel India Yankee Zulu Oscar Bravo Quebec Papa Mike Delta Juliett,$586.67 ,28283,92-098-3828,Accounting
537361708-3,quam sapien varius,Weekly,FALSE,,$935.45 ,75329,70-674-9486,Custodial
568514161-0,rhoncus mauris enim,Daily,FALSE,,$287.80 ,81824,08-142-1085,Maint
111477173-2,faucibus orci luctus,Once,FALSE,November Victor Yankee Foxtrot X-ray Hotel Whiskey Papa Bravo Sierra Golf Alfa Mike Oscar Uniform,$958.35 ,86218,15-905-1611,Patient_care
653479382-2,aenean auctor gravida,Monthly,FALSE,,$485.42 ,48626,11-038-2045,Custodial
972125432-0,consequat metus,Daily,FALSE,,$228.64 ,84517,97-075-5008,Admin
433582877-2,mauris,Seldom,FALSE,Whiskey Juliett Papa November Echo Hotel Mike Sierra India Delta Charlie X-ray Oscar Golf Bravo Yankee Lima Alfa,$314.91 ,87856,31-543-1193,Patient_care
131581500-1,pellentesque quisque,Weekly,TRUE,,$690.56 ,73677,47-584-0472,Patient_care
855504577-0,dis parturient montes,Often,TRUE,Golf Foxtrot Oscar Quebec Yankee Alfa Uniform Hotel Lima Echo Bravo X-ray,$830.84 ,77241,51-704-0839,Accounting
222195685-0,porta volutpat quam,Once,TRUE,Oscar Golf Lima Echo Victor Alfa Romeo Mike Tango India,$927.86 ,91522,95-077-8858,Facilities
801449074-6,curae,Daily,TRUE,,$721.95 ,18547,88-894-9092,Admin
315656578-4,sit amet,Never,TRUE,Hotel Bravo Victor India Golf Kilo Oscar Foxtrot Delta Tango,$553.57 ,75308,47-702-7260,Maint
876275927-2,nisi,Once,FALSE,Uniform Charlie India X-ray Victor Whiskey Golf Juliett Yankee Hotel,$763.80 ,12471,21-948-7900,Admin
810802091-3,augue vestibulum rutrum,Seldom,TRUE,Zulu Echo November Papa Golf Oscar Victor Mike X-ray Kilo Juliett,$537.79 ,27386,44-766-8418,Admin
881146126-X,potenti,Never,FALSE,Mike November Kilo Bravo Delta Juliett Hotel Whiskey Yankee Alfa Papa Golf Charlie Lima Echo Uniform Sierra Foxtrot Victor,$75.43 ,60006,52-152-3176,Admin
093143865-9,enim lorem,Daily,FALSE,,$144.36 ,95555,02-088-4744,Admin
471377078-7,nisi venenatis tristique,Once,FALSE,,$249.17 ,73318,27-239-8434,Facilities
872438411-9,lorem integer,Daily,FALSE,,$639.28 ,63082,22-388-1016,Patient_care
896673916-4,molestie nibh,Weekly,FALSE,Romeo Sierra Hotel Tango Charlie Golf Quebec Echo X-ray Alfa Juliett Victor Kilo Uniform Yankee Bravo,$759.55 ,1566,73-917-4736,Caretaker
466806858-6,magna,Once,TRUE,Juliett Hotel India Zulu Foxtrot Oscar Lima Kilo Romeo Yankee Victor Echo Alfa X-ray Delta Sierra Papa Whiskey,$798.06 ,24559,39-743-6046,Caretaker
153978319-7,et ultrices posuere,Once,FALSE,Alfa X-ray Kilo Sierra Tango Golf Papa November Yankee Uniform Bravo Zulu Victor Quebec Romeo,$815.45 ,10232,03-264-6069,Patient_services
665210957-3,varius,Daily,TRUE,,$757.34 ,14028,33-868-3490,Custodial
538884800-0,orci luctus,Monthly,TRUE,Hotel Uniform Victor Charlie Whiskey India Foxtrot Quebec Lima Echo X-ray Oscar,$620.70 ,19111,97-060-2304,Accounting
138511779-6,mattis egestas metus,Often,FALSE,,$813.90 ,76429,54-518-1421,Accounting
748819049-1,curae mauris,Monthly,TRUE,Oscar Quebec Kilo Echo Whiskey Romeo X-ray Yankee Mike Victor Zulu November Charlie Papa,$465.85 ,47328,62-734-2777,Maint
613031335-7,duis,Weekly,FALSE,,$10.53 ,2576,99-464-5031,Maint
054682129-4,massa quis augue,Yearly,FALSE,,$658.55 ,16035,14-837-3778,Admin
222357441-6,cursus id turpis,Seldom,FALSE,,$851.43 ,64247,51-834-7503,Facilities
040423947-1,volutpat,Yearly,TRUE,,$280.61 ,88401,46-586-7797,Facilities
163942925-5,rutrum,Weekly,TRUE,X-ray Quebec November Uniform Echo Mike Victor Papa Tango Yankee Delta Juliett Romeo Golf Charlie Alfa Sierra,$352.33 ,76421,42-567-1331,Custodial
943967417-2,vestibulum sit amet,Yearly,FALSE,Whiskey Lima Victor Zulu Uniform Romeo Golf November Quebec Juliett Foxtrot X-ray Kilo Tango,$333.41 ,24333,40-795-0130,Patient_services
700635202-9,vivamus in felis,Monthly,TRUE,Whiskey Juliett Zulu Quebec Uniform India Oscar Lima Papa Yankee Mike,$462.39 ,45697,49-568-6044,Accounting
016808708-1,sit amet,Yearly,TRUE,Uniform Tango Quebec Echo Oscar X-ray Lima Charlie Foxtrot Delta Yankee Bravo Romeo Kilo November Zulu Alfa Hotel,$693.38 ,75515,72-828-0564,Patient_care
848748042-X,convallis eget,Daily,FALSE,,$620.49 ,67392,69-071-2153,Facilities
740223919-5,viverra,Once,FALSE,,$496.67 ,76401,35-181-2541,Accounting
357088393-0,pretium,Yearly,TRUE,Hotel X-ray Zulu Bravo Papa Juliett Romeo Echo Yankee Quebec Lima Oscar Tango Whiskey,$753.04 ,20230,89-858-9989,Custodial
496139986-8,velit,Weekly,FALSE,,$567.92 ,51886,34-230-0470,Accounting
927595671-5,nulla quisque arcu,Weekly,TRUE,Hotel November Echo Uniform Quebec X-ray Zulu Tango Victor India Lima Sierra Bravo Oscar Whiskey Juliett Alfa Papa Yankee Kilo,$628.19 ,61258,14-538-4463,Maint
981089650-6,eleifend quam a,Never,TRUE,,$130.70 ,71522,25-046-9239,Admin
490546315-7,at nibh in,Once,FALSE,,$5.96 ,4313,00-215-5379,Accounting
815260883-1,non,Daily,FALSE,Papa Mike Victor Hotel Zulu Echo Charlie Quebec Lima India Sierra Tango Kilo Yankee Juliett Romeo X-ray,$722.81 ,67770,70-247-6218,Accounting
858166158-0,ligula sit amet,Monthly,FALSE,Bravo Golf Papa Delta Tango India Romeo Quebec Sierra Mike Foxtrot X-ray Zulu Hotel Victor Alfa Charlie,$492.47 ,90822,21-732-8239,Accounting
